Title,Artist,year
About Damn Time,Lizzo,2022
Stars in My Eyes,Ball Park Music,2022
In the Wake of Your Leave,Gang of Youths,2022
Glimpse of Us,Joji,2022
Gay 4 Me,G Flip featuring Lauren Sanderson,2022
First Class,Jack Harlow,2022
New Gold,Gorillaz featuring Tame Impala and Bootie Brown,2022
Delilah (Pull Me Out of This),Fred Again,2022
Facts of Life,Lime Cordiale,2022
God Is a Freak,Peach PRC,2022
Get Inspired,Genesis Owusu,2022
Turn On the Lights Again,Fred Again and Swedish House Mafia featuring Future,2022
Stranger Days,Skegss,2022
Shirt,SZA,2022
Backseat of My Mind,Thelma Plum,2022
Vegas,Doja Cat,2022
Am I Ever Gonna See Your Face Again (Like a Version),Dune Rats,2022
Cuff It,Beyoncé,2022
Pulling Through,Spacey Jane,2022
Jungle,Fred Again,2022
Camp Dog,King Stingray,2022
Big City Life,Luude and Mattafix,2022
Clarity,Vance Joy,2022
Shooting Stars (Like a Version),Flume featuring Toro y Moi,2022
Wish You Well,Baker Boy featuring Bernard Fanning,2022
TV,Billie Eilish,2022
Thousand Miles,The Kid Laroi,2022
Colin,Lime Cordiale,2022
Let's Go,King Stingray,2022
2 Be Loved (Am I Ready),Lizzo,2022
Miracle Maker,Dom Dolla featuring Clementine Douglas,2022
Strangers,Bring Me the Horizon,2022
Doja,Central Cee,2022
Yet,Spacey Jane,2022
N95,Kendrick Lamar,2022
Break My Soul,Beyoncé,2022
Yellow (Like a Version),King Stingray,2022
Rich Flex,Drake and 21 Savage,2022
This Is Why,Paramore,2022
Ripple,Sycco featuring Flume and Chrome Sparks,2022
Growing Up Is,Ruel,2022
It's a Killa,Fisher and Shermanology,2022
Star Walkin' (League of Legends Worlds Anthem),Lil Nas X,2022
Slugger 1.4 (2014 Export.WAV),Flume,2022
I Like You (A Happier Song),Post Malone featuring Doja Cat,2022
Burn Dem Bridges,Skin on Skin,2022
6L GTR,The Chats,2022
A Whole Day's Night,Hilltop Hoods featuring Montaigne and Tom Thum,2022
Girl Sports,Teen Jesus and the Jean Teasers,2022
Deepest Darkness,Ocean Alley,2022
Leaving for London,Pacific Avenue,2022
I'm in Love with You,The 1975,2022
Double Vision,Ocean Alley,2022
Country Club,Lime Cordiale,2022
Messy in Heaven,Venbee and Goddard,2022
Home,Ocean Alley,2022
Teddy,Teenage Dads,2022
Anakin,The Rions,2022
Forever Drunk,Peach PRC,2022
The Brown Snake,Thelma Plum,2022
Escapism,Raye featuring 070 Shake,2022
Yeah the Girls,Fisher featuring Meryll,2022
Maybe,Machine Gun Kelly featuring Bring Me the Horizon,2022
Only Wanna Be with You,Amy Shark,2022
Show Business,Hilltop Hoods featuring Eamon,2022
Static,Steve Lacy,2022
No Choice,Tame Impala,2022
She's All I Wanna Be,Tate McRae,2022
Bothers Me,Spacey Jane,2022
Jimmy Cooks,Drake featuring 21 Savage,2022
There'd Better Be a Mirrorball,Arctic Monkeys,2022
Kamikaze,Violent Soho,2022
Body Paint,Arctic Monkeys,2022
Walkin,Denzel Curry,2022
Beach Boy,Benee,2022
Is This What It Feels Like to Feel Like This?,The Wombats,2022
Handful,Beddy Rays,2022
The 30th,Billie Eilish,2022
Everybody's Saying Thursday's the Weekend,DMA's,2022
Glitch,Parkway Drive,2022
GTFO,Genesis Owusu,2022
Oh Caroline,The 1975,2022
Show Me Your God,The Amity Affliction,2022
I Don't Wanna Do Nothing Forever,The Smith Street Band,2022
Free,Florence and the Machine,2022
Alright,Sam Fender,2022
Holy Moley,Lime Cordiale and Idris Elba,2022
Lupa,King Stingray,2022
Evergreen (You Didn't Deserve Me at All),Omar Apollo,2022
Waste of Space,G Flip,2022
Betty (Get Money),Yung Gravy,2022
Bad Memories,Meduza and James Carter featuring Elley Duhé and Fast Boy,2022
Sidelines,Phoebe Bridgers,2022
Danielle (Smile on My Face),Fred Again,2022
Paint the Town Red,Doja Cat,2023
The Worst Person Alive,G Flip,2023
Saving Up,Dom Dolla,2023
Rhyme Dust,MK and Dom Dolla,2023
Prada,"Cassö, Raye and D-Block Europe",2023
Adore U,Fred Again and Obongjayar,2023
What Was I Made For?,Billie Eilish,2023
Rush,Troye Sivan,2023
Lovin on Me,Jack Harlow,2023
Chemical,Post Malone,2023
Vampire,Olivia Rodrigo,2023
Rumble,"Skrillex, Fred Again and Flowdan",2023
Kill Bill,SZA,2023
Atmosphere,Fisher and Kita Alexander,2023
(It Goes Like) Nanana,Peggy Gou,2023
Sprinter,Dave and Central Cee,2023
Back on 74,Jungle,2023
Eat Your Man,Dom Dolla and Nelly Furtado,2023
Therapy,Budjerah,2023
Sorry Instead,Spacey Jane,2023
Greedy,Tate McRae,2023
Be Your Man,G Flip,2023
Take It Off,Fisher and Aatig,2023
Good Enough,G Flip,2023
Rich Baby Daddy,Drake featuring Sexyy Red and SZA,2023
Rough,G Flip,2023
Imposter Syndrome,Lime Cordiale,2023
Dance the Night,Dua Lipa,2023
Say Yes to Heaven,Lana Del Rey,2023
Not Strong Enough,Boygenius,2023
One of Your Girls,Troye Sivan,2023
Bad Idea Right?,Olivia Rodrigo,2023
Got Me Started,Troye Sivan,2023
Get Him Back!,Olivia Rodrigo,2023
Baby Again..,"Fred Again, Skrillex and Four Tet",2023
Boy's a Liar Pt. 2,PinkPantheress and Ice Spice,2023
Laced Up,Hilltop Hoods,2023
Minivan,The Rions,2023
Green Honda,Benee,2023
Scary Movies,The Rions,2023
Houdini,Dua Lipa,2023
Pedestal,Lime Cordiale,2023
Popular,"The Weeknd, Playboi Carti and Madonna",2023
My Love Mine All Mine,Mitski,2023
Still Have Room,Hockey Dad,2023
Strangers,Kenya Grace,2023
Sweetheart,Old Mervs,2023
Padam Padam,Kylie Minogue,2023
Agora Hills,Doja Cat,2023
Australia,G Flip,2023
Ten,Fred Again and Jozzy,2023
I Used to Be Fun,Teen Jesus and the Jean Teasers,2023
Lookin' Out,King Stingray,2023
More Than You Know,Blink-182,2023
We Don't Talk About It,Thelma Plum,2023
All-American Bitch,Olivia Rodrigo,2023
Darkside,Bring Me the Horizon,2023
Lost,Bring Me the Horizon,2023
Spin Me Like Your Records,Pacific Avenue,2023
A&W,Lana Del Rey,2023
Love Again,The Kid Laroi,2023
Dogtooth,"Tyler, the Creator",2023
Perfect for You,Peach PRC,2023
Fall at Your Feet (Like a Version),Peking Duk featuring Julia Stone,2023
Real Life,G Flip,2023
Barbie World,"Nicki Minaj, Ice Spice and Aqua",2023
Letting Go,Angie McMahon,2023
F U Goodbye,Peach PRC,2023
Leaving the Light,Genesis Owusu,2023
Snooze,SZA,2023
Take What You Want,The Rions,2023
Stockholm,Dice,2023
Water,Tyla,2023
Speedracer,Teenage Dads,2023
Nobody Gets Me,SZA,2023
Sofa King,Royel Otis,2023
I Don't Wanna Be Like You,Ruel,2023
Bleed,The Kid Laroi,2023
Video Killed the Radio Star (Like a Version),Teenage Dads,2023
7 Days,G Flip,2023
Like a Girl Does,Peach PRC,2023
Exes,Tate McRae,2023
The Summoning,Sleep Token,2023
Trippin Up,The Jungle Giants,2023
Glue Song,Beabadoobee,2023
Never Felt So Alone,Labrinth,2023
Fine Day Anthem,Skrillex and Boys Noize,2023
Midnight Driving,Teenage Dads,2023
Nothing Matters,The Last Dinner Party,2023
Nightmare,Polaris,2023
Did You Know That There's a Tunnel Under Ocean Blvd,Lana Del Rey,2023
Strawberry Daydream,Pacific Avenue,2023
No Bad Days,The Terrys,2023
Sweat You Out My System,May-a,2023
Welcome to the DCC,Nothing but Thieves,2023
Boys Light Up,Chillinit,2023
Stay Blessed,Genesis Owusu,2023
Cool About It,Boygenius,2023
I Miss You (Like a Version),Slowly Slowly,2023
Lost the Breakup,Maisie Peters,2023
